Bot,Simulation,q,Time Step,Result
Bot2,7,0.80,38,Bot got caught in fire along path
Bot3,7,0.80,32,Bot got caught in fire along path
Bot4,7,0.80,36,No path to the goal available
Bot1,8,0.80,20,Success
Bot2,8,0.80,20,Success
Bot3,8,0.80,20,Success
Bot4,8,0.80,20,Success
Bot1,9,0.80,11,Bot got caught in fire
Bot2,9,0.80,11,Bot got caught in fire along path
Bot3,9,0.80,24,Success
Bot4,9,0.80,24,Success
Bot1,10,0.80,37,Success
Bot2,10,0.80,37,Success
Bot3,10,0.80,37,Success
Bot4,10,0.80,37,Success
Bot1,11,0.80,23,Bot got caught in fire
Bot2,11,0.80,21,Bot got caught in fire along path
Bot3,11,0.80,21,Bot got caught in fire along path
Bot4,11,0.80,13,No path to the goal available
Bot1,12,0.80,10,Success
Bot2,12,0.80,10,Success
Bot3,12,0.80,10,Success
Bot4,12,0.80,10,Success
Bot1,13,0.80,20,Bot got caught in fire
Bot2,13,0.80,20,Bot got caught in fire along path
Bot3,13,0.80,18,Bot got caught in fire along path
Bot4,13,0.80,16,No path to the goal available
Bot1,14,0.80,29,Success
Bot2,14,0.80,27,Bot got caught in fire along path
Bot3,14,0.80,27,Bot got caught in fire along path
Bot4,14,0.80,29,Success
Bot1,15,0.80,11,Success
Bot2,15,0.80,11,Success
Bot3,15,0.80,11,Success
Bot4,15,0.80,11,Success
Bot1,16,0.80,28,Success
Bot2,16,0.80,28,Success
Bot3,16,0.80,28,Success
Bot4,16,0.80,28,Success
Bot1,17,0.80,37,Success
Bot2,17,0.80,37,Success
Bot3,17,0.80,37,Success
Bot4,17,0.80,37,Success
Bot1,18,0.80,15,Success
Bot2,18,0.80,15,Success
Bot3,18,0.80,15,Success
Bot4,18,0.80,15,Success
Bot1,19,0.80,29,Bot got caught in fire
Bot2,19,0.80,22,Bot got caught in fire along path
Bot3,19,0.80,30,Bot got caught in fire along path
Bot4,19,0.80,10,No path to the goal available
Bot1,20,0.80,26,Success
Bot2,20,0.80,26,Success
Bot3,20,0.80,26,Success
Bot4,20,0.80,26,Success
Bot1,21,0.80,30,Success
Bot2,21,0.80,30,Success
Bot3,21,0.80,30,Success
Bot4,21,0.80,30,Success
Bot1,22,0.80,18,Success
Bot2,22,0.80,18,Success
Bot3,22,0.80,18,Success
Bot4,22,0.80,18,Success
Bot1,23,0.80,27,Success
Bot2,23,0.80,27,Success
Bot3,23,0.80,27,Success
Bot4,23,0.80,27,Success
Bot1,24,0.80,31,Success
Bot2,24,0.80,31,Success
Bot3,24,0.80,31,Success
Bot4,24,0.80,31,Success
Bot1,25,0.80,10,Success
Bot2,25,0.80,10,Success
Bot3,25,0.80,10,Success
Bot4,25,0.80,10,Success
Bot1,26,0.80,30,Success
Bot2,26,0.80,30,Success
Bot3,26,0.80,30,Success
Bot4,26,0.80,30,Success
Bot1,27,0.80,34,Success
Bot2,27,0.80,36,Success
Bot3,27,0.80,25,Bot got caught in fire along path
Bot4,27,0.80,34,Success
Bot1,28,0.80,28,Bot got caught in fire
Bot2,28,0.80,32,Bot got caught in fire along path
Bot3,28,0.80,32,Bot got caught in fire along path
Bot4,28,0.80,38,No path to the goal available
Bot1,29,0.80,33,Bot got caught in fire
Bot2,29,0.80,33,Bot got caught in fire along path
Bot3,29,0.80,33,Bot got caught in fire along path
Bot4,29,0.80,24,No path to the goal available
Bot1,30,0.80,33,Success
Bot2,30,0.80,33,Success
Bot3,30,0.80,33,Success
Bot4,30,0.80,33,Success
Bot1,31,0.80,26,Success
Bot2,31,0.80,26,Success
Bot3,31,0.80,26,Success
Bot4,31,0.80,26,Success
Bot1,32,0.80,30,Success
Bot2,32,0.80,32,Success
Bot3,32,0.80,30,Success
Bot4,32,0.80,30,Success
Bot1,33,0.80,16,Success
Bot2,33,0.80,16,Success
Bot3,33,0.80,16,Success
Bot4,33,0.80,16,Success
Bot1,34,0.80,26,Bot got caught in fire
Bot2,34,0.80,27,Bot got caught in fire along path
Bot3,34,0.80,26,Bot got caught in fire along path
Bot4,34,0.80,21,No path to the goal available
Bot1,35,0.80,29,Success
Bot2,35,0.80,29,Success
Bot3,35,0.80,29,Success
Bot4,35,0.80,29,Success
Bot1,36,0.80,6,Success
Bot2,36,0.80,6,Success
Bot3,36,0.80,6,Success
Bot4,36,0.80,6,Success
Bot1,37,0.80,41,Success
Bot2,37,0.80,43,Success
Bot3,37,0.80,41,Success
Bot4,37,0.80,41,Success
Bot1,38,0.80,20,Bot got caught in fire
Bot2,38,0.80,20,Bot got caught in fire along path
Bot3,38,0.80,20,Bot got caught in fire along path
Bot4,38,0.80,20,No path to the goal available
Bot1,39,0.80,13,Bot got caught in fire
Bot2,39,0.80,12,Bot got caught in fire along path
Bot3,39,0.80,12,Bot got caught in fire along path
Bot4,39,0.80,6,No path to the goal available
Bot1,40,0.80,23,Success
Bot2,40,0.80,23,Success
Bot3,40,0.80,23,Success
Bot4,40,0.80,23,Success
Bot1,41,0.80,27,Success
Bot2,41,0.80,27,Success
Bot3,41,0.80,27,Success
Bot4,41,0.80,27,Success
Bot1,42,0.80,25,Success
Bot2,42,0.80,25,Success
Bot3,42,0.80,23,Bot got caught in fire along path
Bot4,42,0.80,25,Success
Bot1,43,0.80,23,Bot got caught in fire
Bot2,43,0.80,25,Bot got caught in fire along path
Bot3,43,0.80,25,Bot got caught in fire along path
Bot4,43,0.80,20,No path to the goal available
Bot1,44,0.80,17,Success
Bot2,44,0.80,17,Success
Bot3,44,0.80,17,Success
Bot4,44,0.80,17,Success
Bot1,45,0.80,37,Bot got caught in fire
Bot2,45,0.80,31,Bot got caught in fire along path
Bot3,45,0.80,31,Bot got caught in fire along path
Bot4,45,0.80,39,No path to the goal available
Bot1,46,0.80,13,Bot got caught in fire
Bot2,46,0.80,10,Bot got caught in fire along path
Bot3,46,0.80,13,Bot got caught in fire along path
Bot4,46,0.80,46,No path to the goal available
Bot1,47,0.80,9,Bot got caught in fire
Bot2,47,0.80,8,Bot got caught in fire along path
Bot3,47,0.80,9,Bot got caught in fire along path
Bot4,47,0.80,14,No path to the goal available
Bot1,48,0.80,13,Success
Bot2,48,0.80,13,Success
Bot3,48,0.80,13,Success
Bot4,48,0.80,13,Success
Bot1,49,0.80,17,Bot got caught in fire
Bot2,49,0.80,32,Bot got caught in fire along path
Bot3,49,0.80,33,Bot got caught in fire along path
Bot4,49,0.80,36,No path to the goal available
Bot1,50,0.80,10,Success
Bot2,50,0.80,10,Success
Bot3,50,0.80,10,Success
Bot4,50,0.80,10,Success
Bot1,51,0.80,16,Bot got caught in fire
Bot2,51,0.80,22,Bot got caught in fire along path
Bot3,51,0.80,19,Bot got caught in fire along path
Bot4,51,0.80,15,No path to the goal available
Bot1,52,0.80,21,Success
Bot2,52,0.80,21,Success
Bot3,52,0.80,21,Success
Bot4,52,0.80,21,Success
Bot1,53,0.80,26,Bot got caught in fire
Bot2,53,0.80,37,Success
Bot3,53,0.80,25,Bot got caught in fire along path
Bot4,53,0.80,36,No path to the goal available
Bot1,54,0.80,44,Success
Bot2,54,0.80,46,Success
Bot3,54,0.80,44,Success
Bot4,54,0.80,44,Success
Bot1,55,0.80,15,Bot got caught in fire
Bot2,55,0.80,18,Bot got caught in fire along path
Bot3,55,0.80,15,Bot got caught in fire along path
Bot4,55,0.80,39,No path to the goal available
Bot1,56,0.80,29,Success
Bot2,56,0.80,29,Success
Bot3,56,0.80,29,Success
Bot4,56,0.80,29,Success
Bot1,57,0.80,20,Success
Bot2,57,0.80,20,Success
Bot3,57,0.80,20,Success
Bot4,57,0.80,20,Success
Bot1,58,0.80,27,Success
Bot2,58,0.80,27,Success
Bot3,58,0.80,27,Success
Bot4,58,0.80,27,Success
Bot1,59,0.80,31,Bot got caught in fire
Bot2,59,0.80,28,Bot got caught in fire along path
Bot3,59,0.80,28,Bot got caught in fire along path
Bot4,59,0.80,24,No path to the goal available
Bot1,60,0.80,29,Success
Bot2,60,0.80,31,Success
Bot3,60,0.80,29,Success
Bot4,60,0.80,29,Success
Bot1,61,0.80,28,Success
Bot2,61,0.80,28,Success
Bot3,61,0.80,28,Success
Bot4,61,0.80,28,Success
Bot1,62,0.80,22,Success
Bot2,62,0.80,24,Success
Bot3,62,0.80,22,Success
Bot4,62,0.80,22,Success
Bot1,63,0.80,6,Bot got caught in fire
Bot2,63,0.80,6,Bot got caught in fire along path
Bot3,63,0.80,13,Bot got caught in fire along path
Bot4,63,0.80,10,No path to the goal available
Bot1,64,0.80,11,Bot got caught in fire
Bot2,64,0.80,13,Bot got caught in fire along path
Bot3,64,0.80,13,Bot got caught in fire along path
Bot4,64,0.80,47,No path to the goal available
Bot1,65,0.80,13,Bot got caught in fire
Bot2,65,0.80,11,Bot got caught in fire along path
Bot3,65,0.80,12,Bot got caught in fire along path
Bot4,65,0.80,8,No path to the goal available
Bot1,66,0.80,10,Success
Bot2,66,0.80,10,Success
Bot3,66,0.80,10,Success
Bot4,66,0.80,10,Success
Bot1,67,0.80,21,Bot got caught in fire
Bot2,67,0.80,21,Bot got caught in fire along path
Bot3,67,0.80,21,Bot got caught in fire along path
Bot4,67,0.80,30,No path to the goal available
Bot1,68,0.80,15,Success
Bot2,68,0.80,15,Success
Bot3,68,0.80,15,Success
Bot4,68,0.80,15,Success
Bot1,69,0.80,24,Success
Bot2,69,0.80,24,Success
Bot3,69,0.80,24,Success
Bot4,69,0.80,24,Success
Bot1,70,0.80,32,Success
Bot2,70,0.80,32,Success
Bot3,70,0.80,32,Success
Bot4,70,0.80,32,Success
Bot1,71,0.80,23,Success
Bot2,71,0.80,23,Success
Bot3,71,0.80,23,Success
Bot4,71,0.80,23,Success
Bot1,72,0.80,8,Success
Bot2,72,0.80,8,Success
Bot3,72,0.80,8,Success
Bot4,72,0.80,8,Success
Bot1,73,0.80,37,Success
Bot2,73,0.80,21,Bot got caught in fire along path
Bot3,73,0.80,37,Success
Bot4,73,0.80,37,Success
Bot1,74,0.80,25,Bot got caught in fire
Bot2,74,0.80,25,Bot got caught in fire along path
Bot3,74,0.80,25,Bot got caught in fire along path
Bot4,74,0.80,18,No path to the goal available
Bot1,75,0.80,20,Bot got caught in fire
Bot2,75,0.80,20,Bot got caught in fire along path
Bot3,75,0.80,21,Bot got caught in fire along path
Bot4,75,0.80,17,No path to the goal available
Bot1,76,0.80,41,Success
Bot2,76,0.80,41,Success
Bot3,76,0.80,41,Success
Bot4,76,0.80,41,Success
Bot1,77,0.80,24,Bot got caught in fire
Bot2,77,0.80,24,Bot got caught in fire along path
Bot3,77,0.80,21,Bot got caught in fire along path
Bot4,77,0.80,25,No path to the goal available
Bot1,78,0.80,30,Bot got caught in fire
Bot2,78,0.80,30,Bot got caught in fire along path
Bot3,78,0.80,29,Bot got caught in fire along path
Bot4,78,0.80,30,No path to the goal available
Bot1,79,0.80,2,Bot got caught in fire
Bot2,79,0.80,2,Bot got caught in fire along path
Bot3,79,0.80,10,Bot got caught in fire along path
Bot4,79,0.80,8,No path to the goal available
Bot1,80,0.80,39,Bot got caught in fire
Bot2,80,0.80,24,Bot got caught in fire along path
Bot3,80,0.80,36,Bot got caught in fire along path
Bot4,80,0.80,35,No path to the goal available
Bot1,81,0.80,18,Bot got caught in fire
Bot2,81,0.80,27,Bot got caught in fire along path
Bot3,81,0.80,17,Bot got caught in fire along path
Bot4,81,0.80,24,No path to the goal available
Bot1,82,0.80,2,Bot got caught in fire
Bot2,82,0.80,2,Bot got caught in fire along path
Bot3,82,0.80,19,Bot got caught in fire along path
Bot4,82,0.80,49,No path to the goal available
Bot1,83,0.80,20,Bot got caught in fire
Bot2,83,0.80,20,Bot got caught in fire along path
Bot3,83,0.80,28,Bot got caught in fire along path
Bot4,83,0.80,26,No path to the goal available
Bot1,84,0.80,42,Bot got caught in fire
Bot2,84,0.80,19,Bot got caught in fire along path
Bot3,84,0.80,22,Bot got caught in fire along path
Bot4,84,0.80,39,No path to the goal available
Bot1,85,0.80,12,Bot got caught in fire
Bot2,85,0.80,11,Bot got caught in fire along path
Bot3,85,0.80,11,Bot got caught in fire along path
Bot4,85,0.80,11,No path to the goal available
Bot1,86,0.80,35,Success
Bot2,86,0.80,37,Success
Bot3,86,0.80,35,Success
Bot4,86,0.80,35,Success
Bot1,87,0.80,9,Success
Bot2,87,0.80,9,Success
Bot3,87,0.80,9,Success
Bot4,87,0.80,9,Success
Bot1,88,0.80,38,Bot got caught in fire
Bot2,88,0.80,27,Bot got caught in fire along path
Bot3,88,0.80,41,Success
Bot4,88,0.80,45,Success
Bot1,89,0.80,26,Success
Bot2,89,0.80,26,Success
Bot3,89,0.80,26,Success
Bot4,89,0.80,26,Success
Bot1,90,0.80,29,Bot got caught in fire
Bot2,90,0.80,21,Bot got caught in fire along path
Bot3,90,0.80,32,Bot got caught in fire along path
Bot4,90,0.80,34,Success
Bot1,91,0.80,16,Success
Bot2,91,0.80,16,Success
Bot3,91,0.80,16,Success
Bot4,91,0.80,16,Success
Bot1,92,0.80,28,Success
Bot2,92,0.80,28,Success
Bot3,92,0.80,28,Success
Bot4,92,0.80,28,Success
Bot1,93,0.80,21,Success
Bot2,93,0.80,21,Success
Bot3,93,0.80,21,Success
Bot4,93,0.80,21,Success
Bot1,94,0.80,26,Bot got caught in fire
Bot2,94,0.80,26,Bot got caught in fire along path
Bot3,94,0.80,26,Bot got caught in fire along path
Bot4,94,0.80,28,No path to the goal available
Bot1,95,0.80,20,Bot got caught in fire
Bot2,95,0.80,19,Bot got caught in fire along path
Bot3,95,0.80,19,Bot got caught in fire along path
Bot4,95,0.80,29,No path to the goal available
Bot1,96,0.80,26,Success
Bot2,96,0.80,26,Success
Bot3,96,0.80,26,Success
Bot4,96,0.80,26,Success
Bot1,97,0.80,16,Bot got caught in fire
Bot2,97,0.80,18,Bot got caught in fire along path
Bot3,97,0.80,18,Bot got caught in fire along path
Bot4,97,0.80,10,No path to the goal available
Bot1,98,0.80,18,Success
Bot2,98,0.80,18,Success
Bot3,98,0.80,18,Success
Bot4,98,0.80,18,Success
Bot1,99,0.80,12,Success
Bot2,99,0.80,14,Success
Bot3,99,0.80,12,Success
Bot4,99,0.80,12,Success
Bot1,100,0.80,10,Success
Bot2,100,0.80,10,Success
Bot3,100,0.80,10,Success
Bot4,100,0.80,10,Success
Bot1,1,0.90,19,Bot got caught in fire
Bot2,1,0.90,20,Bot got caught in fire along path
Bot3,1,0.90,21,Bot got caught in fire along path
Bot4,1,0.90,15,No path to the goal available
Bot1,2,0.90,24,Success
Bot2,2,0.90,24,Success
Bot3,2,0.90,24,Success
Bot4,2,0.90,24,Success
Bot1,3,0.90,21,Bot got caught in fire
Bot2,3,0.90,22,Bot got caught in fire along path
Bot3,3,0.90,21,Bot got caught in fire along path
Bot4,3,0.90,19,No path to the goal available
Bot1,4,0.90,38,Success
Bot2,4,0.90,40,Success
Bot3,4,0.90,38,Success
Bot4,4,0.90,38,Success
Bot1,5,0.90,21,Success
Bot2,5,0.90,21,Success
Bot3,5,0.90,21,Success
Bot4,5,0.90,21,Success
Bot1,6,0.90,18,Bot got caught in fire
Bot2,6,0.90,18,Bot got caught in fire along path
Bot3,6,0.90,18,Bot got caught in fire along path
Bot4,6,0.90,22,No path to the goal available
Bot1,7,0.90,27,Success
Bot2,7,0.90,27,Success
Bot3,7,0.90,27,Success
Bot4,7,0.90,27,Success
Bot1,8,0.90,28,Success
Bot2,8,0.90,28,Success
Bot3,8,0.90,28,Success
Bot4,8,0.90,28,Success
Bot1,9,0.90,27,Success
Bot2,9,0.90,29,Success
Bot3,9,0.90,27,Success
Bot4,9,0.90,27,Success
Bot1,10,0.90,25,Bot got caught in fire
Bot2,10,0.90,25,Bot got caught in fire along path
Bot3,10,0.90,25,Bot got caught in fire along path
Bot4,10,0.90,14,No path to the goal available
Bot1,11,0.90,18,Success
Bot2,11,0.90,18,Success
Bot3,11,0.90,18,Success
Bot4,11,0.90,18,Success
Bot1,12,0.90,17,Success
Bot2,12,0.90,17,Success
Bot3,12,0.90,17,Success
Bot4,12,0.90,17,Success
Bot1,13,0.90,20,Bot got caught in fire
Bot2,13,0.90,20,Bot got caught in fire along path
Bot3,13,0.90,20,Bot got caught in fire along path
Bot4,13,0.90,13,No path to the goal available
Bot1,14,0.90,28,Bot got caught in fire
Bot2,14,0.90,27,Bot got caught in fire along path
Bot3,14,0.90,28,Bot got caught in fire along path
Bot4,14,0.90,29,No path to the goal available
Bot1,15,0.90,6,Success
Bot2,15,0.90,6,Success
Bot3,15,0.90,6,Success
Bot4,15,0.90,6,Success
Bot1,16,0.90,7,Success
Bot2,16,0.90,7,Success
Bot3,16,0.90,7,Success
Bot4,16,0.90,7,Success
Bot1,17,0.90,34,Success
Bot2,17,0.90,36,Success
Bot3,17,0.90,34,Success
Bot4,17,0.90,34,Success
Bot1,18,0.90,32,Success
Bot2,18,0.90,32,Success
Bot3,18,0.90,32,Success
Bot4,18,0.90,32,Success
Bot1,19,0.90,23,Bot got caught in fire
Bot2,19,0.90,23,Bot got caught in fire along path
Bot3,19,0.90,24,Bot got caught in fire along path
Bot4,19,0.90,20,No path to the goal available
Bot1,20,0.90,24,Success
Bot2,20,0.90,24,Success
Bot3,20,0.90,24,Success
Bot4,20,0.90,24,Success
Bot1,21,0.90,5,Success
Bot2,21,0.90,5,Success
Bot3,21,0.90,5,Success
Bot4,21,0.90,5,Success
Bot1,22,0.90,11,Success
Bot2,22,0.90,11,Success
Bot3,22,0.90,11,Success
Bot4,22,0.90,11,Success
Bot1,23,0.90,15,Bot got caught in fire
Bot2,23,0.90,27,Success
Bot3,23,0.90,27,Success
Bot4,23,0.90,30,No path to the goal available
Bot1,24,0.90,26,Success
Bot2,24,0.90,26,Success
Bot3,24,0.90,26,Success
Bot4,24,0.90,26,Success
Bot1,25,0.90,37,Success
Bot2,25,0.90,37,Success
Bot3,25,0.90,37,Success
Bot4,25,0.90,37,Success
Bot1,26,0.90,12,Success
Bot2,26,0.90,12,Success
Bot3,26,0.90,12,Success
Bot4,26,0.90,12,Success
Bot1,27,0.90,28,Success
Bot2,27,0.90,28,Success
Bot3,27,0.90,28,Success
Bot4,27,0.90,28,Success
Bot1,28,0.90,16,Success
Bot2,28,0.90,16,Success
Bot3,28,0.90,16,Success
Bot4,28,0.90,16,Success
Bot1,29,0.90,32,Bot got caught in fire
Bot2,29,0.90,32,Bot got caught in fire along path
Bot3,29,0.90,32,Bot got caught in fire along path
Bot4,29,0.90,27,No path to the goal available
Bot1,30,0.90,20,Bot got caught in fire
Bot2,30,0.90,26,Bot got caught in fire along path
Bot3,30,0.90,26,Bot got caught in fire along path
Bot4,30,0.90,34,No path to the goal available
Bot1,31,0.90,15,Success
Bot2,31,0.90,15,Success
Bot3,31,0.90,15,Success
Bot4,31,0.90,15,Success
Bot1,32,0.90,23,Bot got caught in fire
Bot2,32,0.90,23,Bot got caught in fire along path
Bot3,32,0.90,23,Bot got caught in fire along path
Bot4,32,0.90,12,No path to the goal available
Bot1,33,0.90,23,Success
Bot2,33,0.90,23,Success
Bot3,33,0.90,23,Success
Bot4,33,0.90,23,Success
Bot1,34,0.90,14,Bot got caught in fire
Bot2,34,0.90,14,Bot got caught in fire along path
Bot3,34,0.90,13,Bot got caught in fire along path
Bot4,34,0.90,8,No path to the goal available
Bot1,35,0.90,39,Success
Bot2,35,0.90,39,Success
Bot3,35,0.90,15,Bot got caught in fire along path
Bot4,35,0.90,39,Success
Bot1,36,0.90,14,Bot got caught in fire
Bot2,36,0.90,15,Bot got caught in fire along path
Bot3,36,0.90,15,Bot got caught in fire along path
Bot4,36,0.90,18,No path to the goal available
Bot1,37,0.90,17,Success
Bot2,37,0.90,21,Success
Bot3,37,0.90,17,Success
Bot4,37,0.90,17,Success
Bot1,38,0.90,14,Bot got caught in fire
Bot2,38,0.90,14,Bot got caught in fire along path
Bot3,38,0.90,13,Bot got caught in fire along path
Bot4,38,0.90,18,No path to the goal available
Bot1,39,0.90,10,Success
Bot2,39,0.90,10,Success
Bot3,39,0.90,10,Success
Bot4,39,0.90,10,Success
Bot1,40,0.90,39,Success
Bot2,40,0.90,41,Success
Bot3,40,0.90,39,Success
Bot4,40,0.90,39,Success
Bot1,41,0.90,21,Bot got caught in fire
Bot2,41,0.90,22,Bot got caught in fire along path
Bot3,41,0.90,23,Bot got caught in fire along path
Bot4,41,0.90,16,No path to the goal available
Bot1,42,0.90,8,Success
Bot2,42,0.90,8,Success
Bot3,42,0.90,8,Success
Bot4,42,0.90,8,Success
Bot1,43,0.90,35,Success
Bot2,43,0.90,35,Success
Bot3,43,0.90,35,Success
Bot4,43,0.90,35,Success
Bot1,44,0.90,39,Success
Bot2,44,0.90,39,Success
Bot3,44,0.90,39,Success
Bot4,44,0.90,39,Success
Bot1,45,0.90,13,Success
Bot2,45,0.90,13,Success
Bot3,45,0.90,13,Success
Bot4,45,0.90,13,Success
Bot1,46,0.90,14,Bot got caught in fire
Bot2,46,0.90,14,Bot got caught in fire along path
Bot3,46,0.90,14,Bot got caught in fire along path
Bot4,46,0.90,6,No path to the goal available
Bot1,47,0.90,38,Success
Bot2,47,0.90,38,Success
Bot3,47,0.90,38,Success
Bot4,47,0.90,38,Success
Bot1,48,0.90,14,Success
Bot2,48,0.90,14,Success
Bot3,48,0.90,14,Success
Bot4,48,0.90,14,Success
Bot1,49,0.90,10,Bot got caught in fire
Bot2,49,0.90,14,Bot got caught in fire along path
Bot3,49,0.90,14,Bot got caught in fire along path
Bot4,49,0.90,15,No path to the goal available
Bot1,50,0.90,6,Bot got caught in fire
Bot2,50,0.90,6,Bot got caught in fire along path
Bot3,50,0.90,7,Bot got caught in fire along path
Bot4,50,0.90,35,No path to the goal available
Bot1,51,0.90,42,Bot got caught in fire
Bot2,51,0.90,44,Bot got caught in fire along path
Bot3,51,0.90,42,Bot got caught in fire along path
Bot4,51,0.90,47,No path to the goal available
Bot1,52,0.90,14,Success
Bot2,52,0.90,14,Success
Bot3,52,0.90,14,Success
Bot4,52,0.90,14,Success
Bot1,53,0.90,24,Bot got caught in fire
Bot2,53,0.90,13,Bot got caught in fire along path
Bot3,53,0.90,22,Bot got caught in fire along path
Bot4,53,0.90,25,No path to the goal available
Bot1,54,0.90,16,Success
Bot2,54,0.90,16,Success
Bot3,54,0.90,16,Success
Bot4,54,0.90,16,Success
Bot1,55,0.90,19,Success
Bot2,55,0.90,21,Success
Bot3,55,0.90,19,Success
Bot4,55,0.90,19,Success
Bot1,56,0.90,38,Bot got caught in fire
Bot2,56,0.90,47,Bot got caught in fire along path
Bot3,56,0.90,48,Bot got caught in fire along path
Bot4,56,0.90,42,No path to the goal available
Bot1,57,0.90,12,Success
Bot2,57,0.90,12,Success
Bot3,57,0.90,12,Success
Bot4,57,0.90,12,Success
Bot1,58,0.90,20,Success
Bot2,58,0.90,20,Success
Bot3,58,0.90,20,Success
Bot4,58,0.90,20,Success
Bot1,59,0.90,32,Bot got caught in fire
Bot2,59,0.90,31,Bot got caught in fire along path
Bot3,59,0.90,32,Bot got caught in fire along path
Bot4,59,0.90,28,No path to the goal available
Bot1,60,0.90,37,Success
Bot2,60,0.90,37,Success
Bot3,60,0.90,37,Success
Bot4,60,0.90,37,Success
Bot1,61,0.90,19,Success
Bot2,61,0.90,21,Success
Bot3,61,0.90,19,Success
Bot4,61,0.90,19,Success
Bot1,62,0.90,55,Success
Bot2,62,0.90,55,Success
Bot3,62,0.90,15,Bot got caught in fire along path
Bot4,62,0.90,52,No path to the goal available
Bot1,63,0.90,9,Bot got caught in fire
Bot2,63,0.90,9,Bot got caught in fire along path
Bot3,63,0.90,9,Bot got caught in fire along path
Bot4,63,0.90,26,No path to the goal available
Bot1,64,0.90,21,Success
Bot2,64,0.90,21,Success
Bot3,64,0.90,21,Success
Bot4,64,0.90,21,Success
Bot1,65,0.90,7,Success
Bot2,65,0.90,7,Success
Bot3,65,0.90,7,Success
Bot4,65,0.90,7,Success
Bot1,66,0.90,40,Success
Bot2,66,0.90,40,Success
Bot3,66,0.90,38,Bot got caught in fire along path
Bot4,66,0.90,40,Success
Bot1,67,0.90,12,Bot got caught in fire
Bot2,67,0.90,12,Bot got caught in fire along path
Bot3,67,0.90,12,Bot got caught in fire along path
Bot4,67,0.90,23,No path to the goal available
Bot1,68,0.90,26,Success
Bot2,68,0.90,26,Success
Bot3,68,0.90,26,Success
Bot4,68,0.90,26,Success
Bot1,69,0.90,33,Success
Bot2,69,0.90,33,Success
Bot3,69,0.90,33,Success
Bot4,69,0.90,33,Success
Bot1,70,0.90,22,Bot got caught in fire
Bot2,70,0.90,21,Bot got caught in fire along path
Bot3,70,0.90,23,Bot got caught in fire along path
Bot4,70,0.90,29,No path to the goal available
Bot1,71,0.90,16,Success
Bot2,71,0.90,16,Success
Bot3,71,0.90,16,Success
Bot4,71,0.90,16,Success
Bot1,72,0.90,37,Success
Bot2,72,0.90,37,Success
Bot3,72,0.90,37,Success
Bot4,72,0.90,37,Success
Bot1,73,0.90,10,Bot got caught in fire
Bot2,73,0.90,10,Bot got caught in fire along path
Bot3,73,0.90,10,Bot got caught in fire along path
Bot4,73,0.90,11,No path to the goal available
Bot1,74,0.90,51,Success
Bot2,74,0.90,51,Success
Bot3,74,0.90,51,Success
Bot4,74,0.90,51,Success
Bot1,75,0.90,9,Success
Bot2,75,0.90,9,Success
Bot3,75,0.90,9,Success
Bot4,75,0.90,9,Success
Bot1,76,0.90,28,Bot got caught in fire
Bot2,76,0.90,31,Bot got caught in fire along path
Bot3,76,0.90,28,Bot got caught in fire along path
Bot4,76,0.90,26,No path to the goal available
Bot1,77,0.90,16,Bot got caught in fire
Bot2,77,0.90,15,Bot got caught in fire along path
Bot3,77,0.90,14,Bot got caught in fire along path
Bot4,77,0.90,7,No path to the goal available
Bot1,78,0.90,15,Success
Bot2,78,0.90,15,Success
Bot3,78,0.90,15,Success
Bot4,78,0.90,15,Success
Bot1,79,0.90,16,Success
Bot2,79,0.90,16,Success
Bot3,79,0.90,16,Success
Bot4,79,0.90,16,Success
Bot1,80,0.90,20,Bot got caught in fire
Bot2,80,0.90,20,Bot got caught in fire along path
Bot3,80,0.90,19,Bot got caught in fire along path
Bot4,80,0.90,17,No path to the goal available
Bot1,81,0.90,20,Success
Bot2,81,0.90,20,Success
Bot3,81,0.90,20,Success
Bot4,81,0.90,20,Success
Bot1,82,0.90,15,Bot got caught in fire
Bot2,82,0.90,16,Bot got caught in fire along path
Bot3,82,0.90,16,Bot got caught in fire along path
Bot4,82,0.90,13,No path to the goal available
Bot1,83,0.90,11,Bot got caught in fire
Bot2,83,0.90,11,Bot got caught in fire along path
Bot3,83,0.90,12,Bot got caught in fire along path
Bot4,83,0.90,11,No path to the goal available
Bot1,84,0.90,11,Bot got caught in fire
Bot2,84,0.90,11,Bot got caught in fire along path
Bot3,84,0.90,11,Bot got caught in fire along path
Bot4,84,0.90,9,No path to the goal available
Bot1,85,0.90,12,Success
Bot2,85,0.90,12,Success
Bot3,85,0.90,12,Success
Bot4,85,0.90,12,Success
Bot1,86,0.90,17,Bot got caught in fire
Bot2,86,0.90,17,Bot got caught in fire along path
Bot3,86,0.90,17,Bot got caught in fire along path
Bot4,86,0.90,20,No path to the goal available
Bot1,87,0.90,10,Bot got caught in fire
Bot2,87,0.90,12,Bot got caught in fire along path
Bot3,87,0.90,10,Bot got caught in fire along path
Bot4,87,0.90,19,No path to the goal available
Bot1,88,0.90,1,Success
Bot2,88,0.90,1,Success
Bot3,88,0.90,1,Success
Bot4,88,0.90,1,Success
Bot1,89,0.90,39,Success
Bot2,89,0.90,39,Success
Bot3,89,0.90,39,Success
Bot4,89,0.90,39,Success
Bot1,90,0.90,16,Bot got caught in fire
Bot2,90,0.90,16,Bot got caught in fire along path
Bot3,90,0.90,15,Bot got caught in fire along path
