Bot,Simulation,q,Time Step,Result
Bot1,23,0.40,22,Success
Bot2,23,0.40,22,Success
Bot3,23,0.40,22,Success
Bot4,23,0.40,22,Success
Bot1,24,0.40,21,Success
Bot2,24,0.40,21,Success
Bot3,24,0.40,21,Success
Bot4,24,0.40,21,Success
Bot1,25,0.40,21,Success
Bot2,25,0.40,21,Success
Bot3,25,0.40,21,Success
Bot4,25,0.40,21,Success
Bot1,26,0.40,18,Success
Bot2,26,0.40,18,Success
Bot3,26,0.40,18,Success
Bot4,26,0.40,18,Success
Bot1,27,0.40,13,Success
Bot2,27,0.40,13,Success
Bot3,27,0.40,13,Success
Bot4,27,0.40,13,Success
Bot1,28,0.40,22,Success
Bot2,28,0.40,22,Success
Bot3,28,0.40,22,Success
Bot4,28,0.40,22,Success
Bot1,29,0.40,30,Bot got caught in fire
Bot2,29,0.40,30,Bot got caught in fire along path
Bot3,29,0.40,33,Bot got caught in fire along path
Bot4,29,0.40,42,No path to the goal available
Bot1,30,0.40,15,Bot got caught in fire
Bot2,30,0.40,32,Success
Bot3,30,0.40,17,Bot got caught in fire along path
Bot4,30,0.40,36,Success
Bot1,31,0.40,47,Success
Bot2,31,0.40,47,Success
Bot3,31,0.40,47,Success
Bot4,31,0.40,47,Success
Bot1,32,0.40,20,Bot got caught in fire
Bot2,32,0.40,19,Bot got caught in fire along path
Bot3,32,0.40,17,Bot got caught in fire along path
Bot4,32,0.40,24,No path to the goal available
Bot1,33,0.40,27,Bot got caught in fire
Bot2,33,0.40,24,Bot got caught in fire along path
Bot3,33,0.40,33,Success
Bot4,33,0.40,28,No path to the goal available
Bot1,34,0.40,30,Success
Bot2,34,0.40,30,Success
Bot3,34,0.40,30,Success
Bot4,34,0.40,30,Success
Bot1,35,0.40,39,Success
Bot2,35,0.40,39,Success
Bot3,35,0.40,39,Success
Bot4,35,0.40,39,Success
Bot1,36,0.40,16,Success
Bot2,36,0.40,16,Success
Bot3,36,0.40,16,Success
Bot4,36,0.40,16,Success
Bot1,37,0.40,40,Success
Bot2,37,0.40,42,Success
Bot3,37,0.40,40,Success
Bot4,37,0.40,40,Success
Bot1,38,0.40,18,Success
Bot2,38,0.40,18,Success
Bot3,38,0.40,18,Success
Bot4,38,0.40,18,Success
Bot1,39,0.40,49,Success
Bot2,39,0.40,49,Success
Bot3,39,0.40,49,Success
Bot4,39,0.40,49,Success
Bot1,40,0.40,11,Success
Bot2,40,0.40,11,Success
Bot3,40,0.40,11,Success
Bot4,40,0.40,11,Success
Bot1,41,0.40,32,Success
Bot2,41,0.40,32,Success
Bot3,41,0.40,32,Success
Bot4,41,0.40,32,Success
Bot1,42,0.40,12,Success
Bot2,42,0.40,12,Success
Bot3,42,0.40,12,Success
Bot4,42,0.40,12,Success
Bot1,43,0.40,45,Success
Bot2,43,0.40,47,Success
Bot3,43,0.40,45,Success
Bot4,43,0.40,45,Success
Bot1,44,0.40,52,Success
Bot2,44,0.40,54,Success
Bot3,44,0.40,52,Success
Bot4,44,0.40,52,Success
Bot1,45,0.40,22,Bot got caught in fire
Bot2,45,0.40,21,Bot got caught in fire along path
Bot3,45,0.40,25,Bot got caught in fire along path
Bot4,45,0.40,46,No path to the goal available
Bot1,46,0.40,16,Bot got caught in fire
Bot2,46,0.40,18,Bot got caught in fire along path
Bot3,46,0.40,16,Bot got caught in fire along path
Bot4,46,0.40,44,No path to the goal available
Bot1,47,0.40,10,Bot got caught in fire
Bot2,47,0.40,10,Bot got caught in fire along path
Bot3,47,0.40,12,Bot got caught in fire along path
Bot4,47,0.40,27,No path to the goal available
Bot1,48,0.40,10,Success
Bot2,48,0.40,10,Success
Bot3,48,0.40,10,Success
Bot4,48,0.40,10,Success
Bot1,49,0.40,11,Bot got caught in fire
Bot2,49,0.40,11,Bot got caught in fire along path
Bot3,49,0.40,15,Success
Bot4,49,0.40,15,Success
Bot1,50,0.40,7,Success
Bot2,50,0.40,7,Success
Bot3,50,0.40,7,Success
Bot4,50,0.40,7,Success
Bot1,51,0.40,4,Success
Bot2,51,0.40,4,Success
Bot3,51,0.40,4,Success
Bot4,51,0.40,4,Success
Bot1,52,0.40,39,Bot got caught in fire
Bot2,52,0.40,47,Bot got caught in fire along path
Bot3,52,0.40,52,Bot got caught in fire along path
Bot4,52,0.40,58,Success
Bot1,53,0.40,28,Success
Bot2,53,0.40,28,Success
Bot3,53,0.40,28,Success
Bot4,53,0.40,28,Success
Bot1,54,0.40,7,Success
Bot2,54,0.40,7,Success
Bot3,54,0.40,7,Success
Bot4,54,0.40,7,Success
Bot1,55,0.40,27,Success
Bot2,55,0.40,27,Success
Bot3,55,0.40,27,Success
Bot4,55,0.40,27,Success
Bot1,56,0.40,8,Success
Bot2,56,0.40,8,Success
Bot3,56,0.40,8,Success
Bot4,56,0.40,8,Success
Bot1,57,0.40,13,Bot got caught in fire
Bot2,57,0.40,12,Bot got caught in fire along path
Bot3,57,0.40,14,Bot got caught in fire along path
Bot4,57,0.40,28,Success
Bot1,58,0.40,19,Success
Bot2,58,0.40,19,Success
Bot3,58,0.40,19,Success
Bot4,58,0.40,19,Success
Bot1,59,0.40,11,Bot got caught in fire
Bot2,59,0.40,12,Bot got caught in fire along path
Bot3,59,0.40,11,Bot got caught in fire along path
Bot4,59,0.40,31,No path to the goal available
Bot1,60,0.40,42,Success
Bot2,60,0.40,42,Success
Bot3,60,0.40,42,Success
Bot4,60,0.40,42,Success
Bot1,61,0.40,25,Success
Bot2,61,0.40,25,Success
Bot3,61,0.40,25,Success
Bot4,61,0.40,25,Success
Bot1,62,0.40,16,Success
Bot2,62,0.40,2,Bot got caught in fire along path
Bot3,62,0.40,9,Bot got caught in fire along path
Bot4,62,0.40,22,Success
Bot1,63,0.40,26,Success
Bot2,63,0.40,26,Success
Bot3,63,0.40,26,Success
Bot4,63,0.40,26,Success
Bot1,64,0.40,8,Bot got caught in fire
Bot2,64,0.40,9,Bot got caught in fire along path
Bot3,64,0.40,7,Bot got caught in fire along path
Bot4,64,0.40,26,No path to the goal available
Bot1,65,0.40,37,Success
Bot2,65,0.40,37,Success
Bot3,65,0.40,37,Success
Bot4,65,0.40,37,Success
Bot1,66,0.40,6,Success
Bot2,66,0.40,6,Success
Bot3,66,0.40,6,Success
Bot4,66,0.40,6,Success
Bot1,67,0.40,14,Bot got caught in fire
Bot2,67,0.40,14,Bot got caught in fire along path
Bot3,67,0.40,15,Bot got caught in fire along path
Bot4,67,0.40,28,No path to the goal available
Bot1,68,0.40,27,Success
Bot2,68,0.40,27,Success
Bot3,68,0.40,27,Success
Bot4,68,0.40,27,Success
Bot1,69,0.40,30,Success
Bot2,69,0.40,30,Success
Bot3,69,0.40,30,Success
Bot4,69,0.40,30,Success
Bot1,70,0.40,23,Success
Bot2,70,0.40,23,Success
Bot3,70,0.40,23,Success
Bot4,70,0.40,23,Success
Bot1,71,0.40,22,Success
Bot2,71,0.40,22,Success
Bot3,71,0.40,22,Success
Bot4,71,0.40,22,Success
Bot1,72,0.40,10,Success
Bot2,72,0.40,10,Success
Bot3,72,0.40,10,Success
Bot4,72,0.40,10,Success
Bot1,73,0.40,36,Success
Bot2,73,0.40,36,Success
Bot3,73,0.40,36,Success
Bot4,73,0.40,36,Success
Bot1,74,0.40,34,Success
Bot2,74,0.40,34,Success
Bot3,74,0.40,34,Success
Bot4,74,0.40,34,Success
Bot1,75,0.40,34,Success
Bot2,75,0.40,34,Success
Bot3,75,0.40,34,Success
Bot4,75,0.40,34,Success
Bot1,76,0.40,32,Success
Bot2,76,0.40,32,Success
Bot3,76,0.40,32,Success
Bot4,76,0.40,32,Success
Bot1,77,0.40,19,Success
Bot2,77,0.40,19,Success
Bot3,77,0.40,19,Success
Bot4,77,0.40,19,Success
Bot1,78,0.40,37,Success
Bot2,78,0.40,37,Success
Bot3,78,0.40,37,Success
Bot4,78,0.40,37,Success
Bot1,79,0.40,43,Success
Bot2,79,0.40,43,Success
Bot3,79,0.40,43,Success
Bot4,79,0.40,43,Success
Bot1,80,0.40,39,Success
Bot2,80,0.40,43,Success
Bot3,80,0.40,39,Success
Bot4,80,0.40,39,Success
Bot1,81,0.40,39,Success
Bot2,81,0.40,39,Success
Bot3,81,0.40,39,Success
Bot4,81,0.40,39,Success
Bot1,82,0.40,28,Bot got caught in fire
Bot2,82,0.40,27,Bot got caught in fire along path
Bot3,82,0.40,30,Bot got caught in fire along path
Bot4,82,0.40,29,No path to the goal available
Bot1,83,0.40,37,Success
Bot2,83,0.40,37,Success
Bot3,83,0.40,37,Success
Bot4,83,0.40,37,Success
Bot1,84,0.40,20,Success
Bot2,84,0.40,20,Success
Bot3,84,0.40,20,Success
Bot4,84,0.40,20,Success
Bot1,85,0.40,17,Success
Bot2,85,0.40,17,Success
Bot3,85,0.40,17,Success
Bot4,85,0.40,17,Success
Bot1,86,0.40,41,Success
Bot2,86,0.40,43,Success
Bot3,86,0.40,41,Success
Bot4,86,0.40,41,Success
Bot1,87,0.40,23,Success
Bot2,87,0.40,23,Success
Bot3,87,0.40,23,Success
Bot4,87,0.40,23,Success
Bot1,88,0.40,43,Success
Bot2,88,0.40,43,Success
Bot3,88,0.40,43,Success
Bot4,88,0.40,43,Success
Bot1,89,0.40,42,Success
Bot2,89,0.40,44,Success
Bot3,89,0.40,42,Success
Bot4,89,0.40,42,Success
Bot1,90,0.40,6,Success
Bot2,90,0.40,6,Success
Bot3,90,0.40,6,Success
Bot4,90,0.40,6,Success
Bot1,91,0.40,22,Success
Bot2,91,0.40,22,Success
Bot3,91,0.40,22,Success
Bot4,91,0.40,22,Success
Bot1,92,0.40,34,Success
Bot2,92,0.40,34,Success
Bot3,92,0.40,34,Success
Bot4,92,0.40,34,Success
Bot1,93,0.40,29,Success
Bot2,93,0.40,29,Success
Bot3,93,0.40,29,Success
Bot4,93,0.40,29,Success
Bot1,94,0.40,37,Success
Bot2,94,0.40,39,Success
Bot3,94,0.40,37,Success
Bot4,94,0.40,37,Success
Bot1,95,0.40,16,Success
Bot2,95,0.40,16,Success
Bot3,95,0.40,16,Success
Bot4,95,0.40,16,Success
Bot1,96,0.40,13,Success
Bot2,96,0.40,13,Success
Bot3,96,0.40,13,Success
Bot4,96,0.40,13,Success
Bot1,97,0.40,30,Success
Bot2,97,0.40,30,Success
Bot3,97,0.40,30,Success
Bot4,97,0.40,30,Success
Bot1,98,0.40,38,Success
Bot2,98,0.40,38,Success
Bot3,98,0.40,38,Success
Bot4,98,0.40,38,Success
Bot1,99,0.40,24,Success
Bot2,99,0.40,24,Success
Bot3,99,0.40,24,Success
Bot4,99,0.40,24,Success
Bot1,100,0.40,24,Success
Bot2,100,0.40,24,Success
Bot3,100,0.40,24,Success
Bot4,100,0.40,24,Success
Bot1,1,0.50,4,Success
Bot2,1,0.50,4,Success
Bot3,1,0.50,4,Success
Bot4,1,0.50,4,Success
Bot1,2,0.50,39,Success
Bot2,2,0.50,39,Success
Bot3,2,0.50,39,Success
Bot4,2,0.50,39,Success
Bot1,3,0.50,26,Success
Bot2,3,0.50,26,Success
Bot3,3,0.50,26,Success
Bot4,3,0.50,26,Success
Bot1,4,0.50,25,Success
Bot2,4,0.50,27,Success
Bot3,4,0.50,25,Success
Bot4,4,0.50,25,Success
Bot1,5,0.50,12,Success
Bot2,5,0.50,12,Success
Bot3,5,0.50,12,Success
Bot4,5,0.50,12,Success
Bot1,6,0.50,19,Success
Bot2,6,0.50,19,Success
Bot3,6,0.50,19,Success
Bot4,6,0.50,19,Success
Bot1,7,0.50,16,Bot got caught in fire
Bot2,7,0.50,16,Bot got caught in fire along path
Bot3,7,0.50,20,Bot got caught in fire along path
Bot4,7,0.50,7,No path to the goal available
Bot1,8,0.50,29,Success
Bot2,8,0.50,31,Success
Bot3,8,0.50,29,Success
Bot4,8,0.50,29,Success
Bot1,9,0.50,25,Success
Bot2,9,0.50,25,Success
Bot3,9,0.50,25,Success
Bot4,9,0.50,25,Success
Bot1,10,0.50,16,Success
Bot2,10,0.50,18,Success
Bot3,10,0.50,16,Success
Bot4,10,0.50,16,Success
Bot1,11,0.50,22,Bot got caught in fire
Bot2,11,0.50,27,Bot got caught in fire along path
Bot3,11,0.50,25,Bot got caught in fire along path
Bot4,11,0.50,20,No path to the goal available
Bot1,12,0.50,39,Success
Bot2,12,0.50,39,Success
Bot3,12,0.50,39,Success
Bot4,12,0.50,39,Success
Bot1,13,0.50,36,Success
Bot2,13,0.50,36,Success
Bot3,13,0.50,36,Success
Bot4,13,0.50,46,Success
Bot1,14,0.50,34,Success
Bot2,14,0.50,34,Success
Bot3,14,0.50,34,Success
Bot4,14,0.50,34,Success
Bot1,15,0.50,17,Bot got caught in fire
Bot2,15,0.50,16,Bot got caught in fire along path
Bot3,15,0.50,16,Bot got caught in fire along path
Bot4,15,0.50,5,No path to the goal available
Bot1,16,0.50,20,Success
Bot2,16,0.50,24,Success
Bot3,16,0.50,20,Success
Bot4,16,0.50,20,Success
Bot1,17,0.50,22,Success
Bot2,17,0.50,22,Success
Bot3,17,0.50,22,Success
Bot4,17,0.50,22,Success
Bot1,18,0.50,35,Bot got caught in fire
Bot2,18,0.50,36,Bot got caught in fire along path
Bot3,18,0.50,35,Bot got caught in fire along path
Bot4,18,0.50,15,No path to the goal available
Bot1,19,0.50,46,Success
Bot2,19,0.50,46,Success
Bot3,19,0.50,46,Success
Bot4,19,0.50,46,Success
Bot1,20,0.50,28,Success
Bot2,20,0.50,28,Success
Bot3,20,0.50,28,Success
Bot4,20,0.50,28,Success
Bot1,21,0.50,16,Success
Bot2,21,0.50,16,Success
Bot3,21,0.50,16,Success
Bot4,21,0.50,16,Success
Bot1,22,0.50,23,Bot got caught in fire
Bot2,22,0.50,22,Bot got caught in fire along path
Bot3,22,0.50,17,Bot got caught in fire along path
Bot4,22,0.50,45,No path to the goal available
Bot1,23,0.50,13,Bot got caught in fire
Bot2,23,0.50,14,Bot got caught in fire along path
Bot3,23,0.50,13,Bot got caught in fire along path
Bot4,23,0.50,38,No path to the goal available
Bot1,24,0.50,10,Bot got caught in fire
Bot2,24,0.50,11,Bot got caught in fire along path
Bot3,24,0.50,11,Bot got caught in fire along path
Bot4,24,0.50,33,No path to the goal available
Bot1,25,0.50,31,Success
Bot2,25,0.50,31,Success
Bot3,25,0.50,31,Success
Bot4,25,0.50,31,Success
Bot1,26,0.50,39,Bot got caught in fire
Bot2,26,0.50,38,Bot got caught in fire along path
Bot3,26,0.50,36,Bot got caught in fire along path
Bot4,26,0.50,43,No path to the goal available
Bot1,27,0.50,13,Success
Bot2,27,0.50,13,Success
Bot3,27,0.50,13,Success
Bot4,27,0.50,13,Success
Bot1,28,0.50,41,Success
Bot2,28,0.50,41,Success
Bot3,28,0.50,41,Success
Bot4,28,0.50,41,Success
Bot1,29,0.50,26,Success
Bot2,29,0.50,26,Success
Bot3,29,0.50,26,Success
Bot4,29,0.50,26,Success
Bot1,30,0.50,7,Bot got caught in fire
Bot2,30,0.50,8,Bot got caught in fire along path
Bot3,30,0.50,8,Bot got caught in fire along path
Bot4,30,0.50,25,No path to the goal available
Bot1,31,0.50,27,Success
Bot2,31,0.50,29,Success
Bot3,31,0.50,27,Success
Bot4,31,0.50,27,Success
Bot1,32,0.50,2,Bot got caught in fire
Bot2,32,0.50,38,Success
Bot3,32,0.50,38,Success
Bot4,32,0.50,38,Success
Bot1,33,0.50,20,Success
Bot2,33,0.50,20,Success
Bot3,33,0.50,20,Success
Bot4,33,0.50,20,Success
Bot1,34,0.50,27,Success
Bot2,34,0.50,27,Success
Bot3,34,0.50,27,Success
Bot4,34,0.50,27,Success
Bot1,35,0.50,31,Success
Bot2,35,0.50,31,Success
Bot3,35,0.50,31,Success
Bot4,35,0.50,31,Success
Bot1,36,0.50,15,Bot got caught in fire
Bot2,36,0.50,10,Bot got caught in fire along path
Bot3,36,0.50,15,Bot got caught in fire along path
Bot4,36,0.50,31,Success
Bot1,37,0.50,24,Success
Bot2,37,0.50,24,Success
Bot3,37,0.50,24,Success
Bot4,37,0.50,24,Success
Bot1,38,0.50,9,Success
Bot2,38,0.50,9,Success
Bot3,38,0.50,9,Success
Bot4,38,0.50,9,Success
Bot1,39,0.50,14,Success
Bot2,39,0.50,14,Success
Bot3,39,0.50,14,Success
Bot4,39,0.50,14,Success
Bot1,40,0.50,21,Success
Bot2,40,0.50,21,Success
Bot3,40,0.50,21,Success
Bot4,40,0.50,21,Success
Bot1,41,0.50,51,Success
Bot2,41,0.50,57,Success
Bot3,41,0.50,51,Success
Bot4,41,0.50,51,Success
Bot1,42,0.50,27,Success
Bot2,42,0.50,27,Success
Bot3,42,0.50,27,Success
Bot4,42,0.50,27,Success
Bot1,43,0.50,21,Success
Bot2,43,0.50,21,Success
Bot3,43,0.50,21,Success
Bot4,43,0.50,21,Success
Bot1,44,0.50,31,Success
Bot2,44,0.50,31,Success
Bot3,44,0.50,31,Success
Bot4,44,0.50,31,Success
Bot1,45,0.50,23,Success
Bot2,45,0.50,23,Success
Bot3,45,0.50,23,Success
Bot4,45,0.50,23,Success
Bot1,46,0.50,46,Success
Bot2,46,0.50,46,Success
Bot3,46,0.50,46,Success
Bot4,46,0.50,46,Success
Bot1,47,0.50,37,Success
Bot2,47,0.50,37,Success
Bot3,47,0.50,37,Success
Bot4,47,0.50,37,Success
Bot1,48,0.50,5,Success
Bot2,48,0.50,5,Success
Bot3,48,0.50,5,Success
Bot4,48,0.50,5,Success
Bot1,49,0.50,32,Success
Bot2,49,0.50,32,Success
Bot3,49,0.50,32,Success
Bot4,49,0.50,32,Success
Bot1,50,0.50,26,Success
Bot2,50,0.50,23,Bot got caught in fire along path
Bot3,50,0.50,21,Bot got caught in fire along path
Bot4,50,0.50,19,No path to the goal available
Bot1,51,0.50,35,Success
Bot2,51,0.50,37,Success
Bot3,51,0.50,35,Success
Bot4,51,0.50,35,Success
Bot1,52,0.50,17,Bot got caught in fire
Bot2,52,0.50,18,Bot got caught in fire along path
Bot3,52,0.50,20,Bot got caught in fire along path
Bot4,52,0.50,36,No path to the goal available
Bot1,53,0.50,17,Success
Bot2,53,0.50,17,Success
Bot3,53,0.50,17,Success
Bot4,53,0.50,17,Success
Bot1,54,0.50,6,Success
Bot2,54,0.50,6,Success
Bot3,54,0.50,6,Success
Bot4,54,0.50,6,Success
Bot1,55,0.50,21,Bot got caught in fire
Bot2,55,0.50,18,Bot got caught in fire along path
Bot3,55,0.50,20,Bot got caught in fire along path
Bot4,55,0.50,31,No path to the goal available
Bot1,56,0.50,36,Success
Bot2,56,0.50,36,Success
Bot3,56,0.50,36,Success
Bot4,56,0.50,36,Success
Bot1,57,0.50,14,Success
Bot2,57,0.50,14,Success
Bot3,57,0.50,14,Success
Bot4,57,0.50,14,Success
Bot1,58,0.50,19,Success
Bot2,58,0.50,19,Success
Bot3,58,0.50,19,Success
Bot4,58,0.50,19,Success
Bot1,59,0.50,10,Success
Bot2,59,0.50,10,Success
Bot3,59,0.50,10,Success
Bot4,59,0.50,10,Success
Bot1,60,0.50,7,Success
Bot2,60,0.50,7,Success
Bot3,60,0.50,7,Success
Bot4,60,0.50,7,Success
Bot1,61,0.50,37,Bot got caught in fire
Bot2,61,0.50,28,Bot got caught in fire along path
Bot3,61,0.50,37,Bot got caught in fire along path
Bot4,61,0.50,26,No path to the goal available
Bot1,62,0.50,12,Success
Bot2,62,0.50,12,Success
Bot3,62,0.50,12,Success
Bot4,62,0.50,12,Success
Bot1,63,0.50,20,Success
Bot2,63,0.50,20,Success
Bot3,63,0.50,20,Success
Bot4,63,0.50,20,Success
Bot1,64,0.50,21,Success
Bot2,64,0.50,21,Success
Bot3,64,0.50,21,Success
Bot4,64,0.50,21,Success
Bot1,65,0.50,9,Success
Bot2,65,0.50,9,Success
Bot3,65,0.50,9,Success
Bot4,65,0.50,9,Success
Bot1,66,0.50,16,Success
Bot2,66,0.50,16,Success
Bot3,66,0.50,16,Success
Bot4,66,0.50,16,Success
Bot1,67,0.50,14,Success
Bot2,67,0.50,14,Success
Bot3,67,0.50,14,Success
Bot4,67,0.50,14,Success
Bot1,68,0.50,23,Success
Bot2,68,0.50,23,Success
Bot3,68,0.50,23,Success
Bot4,68,0.50,23,Success
Bot1,69,0.50,17,Success
Bot2,69,0.50,17,Success
Bot3,69,0.50,17,Success
Bot4,69,0.50,17,Success
Bot1,70,0.50,39,Success
Bot2,70,0.50,39,Success
Bot3,70,0.50,39,Success
Bot4,70,0.50,39,Success
Bot1,71,0.50,27,Success
Bot2,71,0.50,27,Success
Bot3,71,0.50,27,Success
Bot4,71,0.50,27,Success
Bot1,72,0.50,4,Bot got caught in fire
Bot2,72,0.50,5,Bot got caught in fire along path
Bot3,72,0.50,13,Bot got caught in fire along path
Bot4,72,0.50,42,No path to the goal available
Bot1,73,0.50,16,Bot got caught in fire
Bot2,73,0.50,18,Bot got caught in fire along path
Bot3,73,0.50,18,Bot got caught in fire along path
Bot4,73,0.50,13,No path to the goal available
Bot1,74,0.50,17,Bot got caught in fire
Bot2,74,0.50,42,Success
Bot3,74,0.50,37,Bot got caught in fire along path
Bot4,74,0.50,30,No path to the goal available
Bot1,75,0.50,53,Success
Bot2,75,0.50,53,Success
Bot3,75,0.50,53,Success
Bot4,75,0.50,53,Success
Bot1,76,0.50,19,Success
Bot2,76,0.50,19,Success
Bot3,76,0.50,19,Success
Bot4,76,0.50,19,Success
Bot1,77,0.50,20,Bot got caught in fire
Bot2,77,0.50,14,Bot got caught in fire along path
Bot3,77,0.50,15,Bot got caught in fire along path
Bot4,77,0.50,16,No path to the goal available
Bot1,78,0.50,20,Success
Bot2,78,0.50,20,Success
Bot3,78,0.50,20,Success
Bot4,78,0.50,20,Success
Bot1,79,0.50,25,Success
Bot2,79,0.50,25,Success
Bot3,79,0.50,25,Success
Bot4,79,0.50,25,Success
Bot1,80,0.50,61,Success
Bot2,80,0.50,61,Success
Bot3,80,0.50,61,Success
Bot4,80,0.50,61,Success
Bot1,81,0.50,34,Success
Bot2,81,0.50,34,Success
Bot3,81,0.50,5,Bot got caught in fire along path
Bot4,81,0.50,34,Success
Bot1,82,0.50,28,Success
Bot2,82,0.50,28,Success
Bot3,82,0.50,28,Success
Bot4,82,0.50,28,Success
Bot1,83,0.50,11,Success
Bot2,83,0.50,11,Success
Bot3,83,0.50,11,Success
Bot4,83,0.50,11,Success
Bot1,84,0.50,19,Bot got caught in fire
Bot2,84,0.50,20,Bot got caught in fire along path
Bot3,84,0.50,21,Bot got caught in fire along path
Bot4,84,0.50,17,No path to the goal available
Bot1,85,0.50,19,Success
Bot2,85,0.50,19,Success
Bot3,85,0.50,19,Success
Bot4,85,0.50,19,Success
Bot1,86,0.50,11,Success
Bot2,86,0.50,11,Success
Bot3,86,0.50,11,Success
Bot4,86,0.50,11,Success
Bot1,87,0.50,16,Success
Bot2,87,0.50,16,Success
Bot3,87,0.50,16,Success
Bot4,87,0.50,16,Success
Bot1,88,0.50,19,Bot got caught in fire
Bot2,88,0.50,19,Bot got caught in fire along path
Bot3,88,0.50,18,Bot got caught in fire along path
Bot4,88,0.50,32,No path to the goal available
Bot1,89,0.50,16,Bot got caught in fire
Bot2,89,0.50,16,Bot got caught in fire along path
Bot3,89,0.50,15,Bot got caught in fire along path
Bot4,89,0.50,23,No path to the goal available
Bot1,90,0.50,7,Success
Bot2,90,0.50,7,Success
Bot3,90,0.50,7,Success
Bot4,90,0.50,7,Success
Bot1,91,0.50,19,Success
Bot2,91,0.50,19,Success
Bot3,91,0.50,19,Success
Bot4,91,0.50,19,Success
Bot1,92,0.50,41,Success
Bot2,92,0.50,41,Success
Bot3,92,0.50,41,Success
Bot4,92,0.50,41,Success
Bot1,93,0.50,32,Success
Bot2,93,0.50,32,Success
Bot3,93,0.50,32,Success
Bot4,93,0.50,32,Success
Bot1,94,0.50,51,Success
Bot2,94,0.50,51,Success
Bot3,94,0.50,51,Success
Bot4,94,0.50,51,Success
Bot1,95,0.50,30,Bot got caught in fire
Bot2,95,0.50,30,Bot got caught in fire along path
Bot3,95,0.50,34,Success
Bot4,95,0.50,28,No path to the goal available
Bot1,96,0.50,25,Bot got caught in fire
Bot2,96,0.50,26,Bot got caught in fire along path
Bot3,96,0.50,21,Bot got caught in fire along path
Bot4,96,0.50,33,No path to the goal available
Bot1,97,0.50,28,Bot got caught in fire
Bot2,97,0.50,31,Bot got caught in fire along path
Bot3,97,0.50,29,Bot got caught in fire along path
Bot4,97,0.50,37,No path to the goal available
Bot1,98,0.50,14,Bot got caught in fire
Bot2,98,0.50,29,Bot got caught in fire along path
Bot3,98,0.50,33,Bot got caught in fire along path
Bot4,98,0.50,51,Success
Bot1,99,0.50,23,Bot got caught in fire
Bot2,99,0.50,22,Bot got caught in fire along path
Bot3,99,0.50,23,Bot got caught in fire along path
Bot4,99,0.50,22,No path to the goal available
Bot1,100,0.50,20,Success
Bot2,100,0.50,20,Success
Bot3,100,0.50,20,Success
Bot4,100,0.50,20,Success
Bot1,1,0.60,16,Success
Bot2,1,0.60,18,Success
Bot3,1,0.60,16,Success
Bot4,1,0.60,16,Success
Bot1,2,0.60,28,Bot got caught in fire
Bot2,2,0.60,27,Bot got caught in fire along path
Bot3,2,0.60,27,Bot got caught in fire along path
Bot4,2,0.60,29,No path to the goal available
Bot1,3,0.60,13,Success
Bot2,3,0.60,13,Success
Bot3,3,0.60,13,Success
Bot4,3,0.60,13,Success
Bot1,4,0.60,5,Success
Bot2,4,0.60,5,Success
Bot3,4,0.60,5,Success
Bot4,4,0.60,5,Success
Bot1,5,0.60,27,Bot got caught in fire
Bot2,5,0.60,26,Bot got caught in fire along path
Bot3,5,0.60,25,Bot got caught in fire along path
Bot4,5,0.60,24,No path to the goal available
Bot1,6,0.60,13,Success
Bot2,6,0.60,13,Success
Bot3,6,0.60,13,Success
Bot4,6,0.60,13,Success
Bot1,7,0.60,5,Success
Bot2,7,0.60,5,Success
Bot3,7,0.60,5,Success
Bot4,7,0.60,5,Success
Bot1,8,0.60,23,Bot got caught in fire
Bot2,8,0.60,17,Bot got caught in fire along path
Bot3,8,0.60,17,Bot got caught in fire along path
Bot4,8,0.60,32,No path to the goal available
Bot1,9,0.60,49,Success
Bot2,9,0.60,49,Success
Bot3,9,0.60,49,Success
Bot4,9,0.60,49,Success
Bot1,10,0.60,24,Bot got caught in fire
Bot2,10,0.60,17,Bot got caught in fire along path
Bot3,10,0.60,31,Success
Bot4,10,0.60,25,No path to the goal available
Bot1,11,0.60,35,Success
Bot2,11,0.60,35,Success
Bot3,11,0.60,35,Success
Bot4,11,0.60,35,Success
Bot1,12,0.60,35,Success
Bot2,12,0.60,35,Success
Bot3,12,0.60,35,Success
Bot4,12,0.60,37,No path to the goal available
Bot1,13,0.60,35,Success
Bot2,13,0.60,37,Success
Bot3,13,0.60,35,Success
Bot4,13,0.60,35,Success
Bot1,14,0.60,31,Success
Bot2,14,0.60,33,Success
Bot3,14,0.60,31,Success
Bot4,14,0.60,31,Success
Bot1,15,0.60,34,Bot got caught in fire
Bot2,15,0.60,32,Bot got caught in fire along path
Bot3,15,0.60,31,Bot got caught in fire along path
Bot4,15,0.60,9,No path to the goal available
Bot1,16,0.60,25,Success
Bot2,16,0.60,25,Success
Bot3,16,0.60,25,Success
Bot4,16,0.60,25,Success
Bot1,17,0.60,39,Success
Bot2,17,0.60,39,Success
Bot3,17,0.60,39,Success
Bot4,17,0.60,39,Success
Bot1,18,0.60,2,Bot got caught in fire
Bot2,18,0.60,2,Bot got caught in fire along path
Bot3,18,0.60,6,Bot got caught in fire along path
Bot4,18,0.60,7,No path to the goal available
Bot1,19,0.60,20,Bot got caught in fire
Bot2,19,0.60,22,Bot got caught in fire along path
Bot3,19,0.60,21,Bot got caught in fire along path
Bot4,19,0.60,9,No path to the goal available
